principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,Species,dataset,LandCover,Tool,Sensor,Site,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g
-13.170146,-3.6565573,4.572766,0.8637637,3.18804,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000214711,0.028402657,-99.0,-99.0,0.000257247,0.034029382,3.997694132,528.826873,0.091157321,12.05856163,8.35939049,1.157925489,0.830505151,109.861692,42.23948555,5.694469594,5.84e-05,0.007720156,11.09507476,1.431079292,189.307426,82.07848499,0.620476558,0.000320336,0.042374981,-99.0,75.59551785,-99.0,59.28093847,0.088762886,11.741819,0.031055624,4.10813036,0.000869669,0.115042364,0.126763732,16.76868359,1.74970408,231.4560611,0.78802907,104242.8298,0.005582188,0.73842838,0.038233285,5.05761264,-99.0,-99.0,0.528027536,69.84905335,1.221676544,161.6070077,0.005083575,0.67247039,0.007740709
-14.570919,11.201774,-8.837886,3.2249424,-1.0380679,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000370381,0.041915334,-99.0,-99.0,4.65e-05,0.005266024,4.088921268,462.735916,0.083516829,9.45145037,9.245713396,1.174858553,2.837527438,321.117912,48.09821979,6.173384587,9.28e-05,0.010500679,9.775921067,6.22900103,704.92492,32.2025731,0.28455493,0.000376534,0.042611694,-99.0,88.364035,-99.0,52.5170279,3.666158988,414.892664,0.021713272,2.45725218,0.008219647,0.930202806,0.213493722,24.1607032,2.931516573,331.7544941,0.500695908,56662.86151,0.00496749,0.56216196,0.015272709,1.72838518,-99.0,-99.0,0.281523591,31.85952188,2.649992982,299.8949722,0.008498945,0.96181046,0.053422797
-2.6636395,22.943361,-5.183111,2.5735924,0.1137147,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000613095,0.072095885,-99.0,-99.0,0.000260836,0.030672633,4.644776399,546.1948732,0.096770649,11.37958594,8.96438985,1.105196446,1.655064838,194.624639,44.86075033,5.535620216,5.83e-05,0.006854978,7.229254317,4.366471356,513.468048,67.43669919,0.573473689,0.000448766,0.052771844,-99.0,85.03881356,-99.0,46.01339361,2.457011698,288.928266,0.020396747,2.39852205,0.004283838,0.503750928,0.196699012,23.1304982,1.987499004,233.7166902,0.72079221,84760.3794,0.012226046,1.43770191,0.08591909,10.10351471,-99.0,-99.0,0.331340506,38.96344416,1.656158498,194.753246,0.015084876,1.77388134,0.027746513
-10.047953,19.444319,-6.0791674,2.5754855,-0.8687091,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000324614,0.031458844,-99.0,-99.0,0.000437464,0.04239531,5.555824253,538.4232662,-99.0,-99.0,11.80061376,1.139782245,2.847806243,275.985177,62.34300014,6.419596371,9.07e-05,0.008790005,8.795763129,5.684079526,550.852677,66.61557662,0.687385668,0.000481661,0.046678538,-99.0,103.1869275,-99.0,45.94216507,2.864361079,277.589531,0.012775622,1.23810471,0.002184035,0.211658065,0.270974127,26.26050935,2.111997875,204.6768836,0.689156891,66787.22855,0.007313632,0.70877501,0.119007536,11.53319887,-99.0,-99.0,0.617458722,59.83885142,1.494539153,144.8380322,0.010127966,0.98151636,0.016269319
-44.290527,2.796066,-0.9484317,1.6545315,0.45425302,-99,37,Forest,Airborne,AVIRIS_NG,D08,3.14e-05,0.003779344,-99.0,-99.0,0.000449551,0.054046972,4.241157862,509.8906679,0.099396274,11.94985763,9.183006855,1.122901321,1.233992604,148.356023,46.59940116,5.354325409,6.36e-05,0.007644589,14.18133242,2.575365908,309.621826,92.25445169,0.767352136,0.000423753,0.050945468,-99.0,83.17778946,-99.0,63.12688693,1.343451975,161.51571,0.030036938,3.61117292,0.002243195,0.269686768,0.161913834,19.46599383,2.710060812,325.8154406,0.938141418,112787.491,0.005271164,0.63372257,0.08935303,10.74241465,-99.0,-99.0,0.608516321,73.15851085,2.10154449,252.6569297,0.002703222,0.32499325,0.014910507
-14.3169985,-3.9862103,-9.316389,3.2802565,-0.18554637,-99,37,Shrubland,Airborne,AVIRIS_NG,D08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.019311671,0.969676544,-99.0,-99.0,40.91953341,4.290714315,-99.0,-99.0,10.70676664,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,86.18355708,-99.0,55.4290728,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.343903861,271966.4795,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-8.108567,18.802095,-3.7019217,2.0980384,-1.0341209,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000949869,0.099844269,-99.0,-99.0,0.000266241,0.027985527,5.477851166,575.7970964,0.055149076,5.79692236,9.842091916,1.116935552,1.613205859,169.570005,51.67674222,5.821776772,6.66e-05,0.007005422,9.264041444,5.510598093,579.239246,108.7817953,1.034896647,0.000402276,0.042284669,-99.0,95.13509534,-99.0,49.3329611,3.67066395,385.836997,0.013870748,1.45800533,0.005593607,0.587964623,0.224941303,23.64440821,2.562709125,269.3757877,0.955034301,100387.1702,0.010368068,1.08982577,0.068898045,7.24212703,-99.0,-99.0,0.430304206,45.23085875,2.132404918,224.1449289,0.014467041,1.52068395,0.027958524
1.8822622,25.20856,1.3575094,1.7663885,0.32389197,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000404557,0.034525313,-99.0,-99.0,0.000491091,0.041910196,6.074346478,518.3905563,0.120405784,10.27554516,9.922251921,1.087321369,2.482726369,211.87825,49.66422259,5.472947518,8.62e-05,0.00735451,11.10241782,6.164883359,526.117061,88.32283337,1.034940713,0.000452193,0.038590554,-99.0,117.1770281,-99.0,48.63246105,3.372576736,287.818934,0.039733676,3.39091006,0.005326197,0.454542757,0.199120265,16.99311444,3.180446021,271.4223148,1.078732506,92060.06698,-99.0,-99.0,0.060925441,5.19943563,-99.0,-99.0,0.79048487,67.4607372,2.389961151,203.9615776,0.001800457,0.15365269,0.015592831
-4.184534,26.031376,-2.5909574,2.4970315,-1.185281,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.00015334,0.019002919,-99.0,-99.0,0.000454442,0.056317371,4.180282736,518.0471116,-99.0,-99.0,10.38309297,1.233861713,2.06068827,255.373541,55.32699109,6.690332653,8.7e-05,0.010777119,10.84601614,4.159774379,515.505586,91.21525821,0.736044195,0.000435342,0.053950372,-99.0,80.69309995,-99.0,57.33774749,1.796337072,222.613467,0.006552126,0.81198093,0.001384638,0.171593093,0.236835474,29.35015186,1.325037506,164.2070396,0.312296841,38701.8024,0.007771006,0.96303234,0.126064576,15.62272062,-99.0,-99.0,0.402813269,49.91917149,0.922224236,114.2878681,0.009688038,1.200603,0.012821626
9.657412,19.47685,5.8725743,1.1359668,4.343105,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000443896,0.073704102,-99.0,-99.0,0.000180718,0.03000634,3.071239094,509.9463831,0.055115155,9.15128164,7.458234022,1.294386822,1.066791436,177.129301,35.48312894,6.364495026,3.05e-05,0.005070789,7.958962647,2.482158196,412.135804,58.26393357,0.35090448,0.000302191,0.050175557,-99.0,60.2267061,-99.0,56.96802027,1.204163847,199.93852,0.015769371,2.61833523,0.002870747,0.476656792,0.084012025,13.94929761,1.125828955,186.9318493,0.507622954,84285.35886,0.004512907,0.74931991,0.03685785,6.11985159,-99.0,-99.0,0.229750917,38.14768092,0.896078038,148.7841684,0.003245896,0.53894623,0.022943495
-15.700249,12.137346,-0.49273008,1.7263848,1.2842364,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.00014209,0.018229014,-99.0,-99.0,0.000370324,0.047509673,4.167802754,534.6971533,0.032661839,4.1902636,8.334350944,1.088024932,1.282643884,164.553381,43.35365245,5.014376803,6.74e-05,0.008652678,9.772137055,3.630546698,465.771319,120.2187108,0.937068527,0.00034932,0.044815078,-99.0,77.94697856,-99.0,55.62716281,2.083187622,267.257007,0.013665738,1.75320949,0.001977764,0.253732008,0.185918463,23.85191399,2.579048546,330.8721638,0.661368363,84848.49256,0.001926691,0.24717966,0.051128879,6.55944341,-99.0,-99.0,0.663664389,85.14305508,1.915384157,245.7291087,0.002066258,0.26508501,0.014446082
-26.579205,5.5042157,-6.0143695,2.4814658,2.467831,-99,37,Forest,Airborne,AVIRIS_NG,D08,1.75e-05,0.002868888,-99.0,-99.0,0.000315659,0.051674123,2.806418166,459.4174328,0.228137393,37.34664232,7.51344146,1.185818507,1.015639677,166.262668,35.18428167,5.497914927,4.76e-05,0.007793243,5.398375212,2.477874335,405.634014,54.26263984,0.331471223,0.000487862,0.079864265,-99.0,61.08645353,-99.0,46.92363021,0.771579193,126.309378,0.021990484,3.59989534,0.001713649,0.28052855,0.119607978,19.58011489,0.817286002,133.7916927,0.17986343,29444.07798,0.008286691,1.35655138,0.095217071,15.58726459,-99.0,-99.0,0.085135818,13.93693899,0.732150184,119.8547537,0.010250521,1.67803501,0.029916822
-16.99187,14.747051,0.31662515,1.4405197,0.505751,-99,37,Forest,Airborne,AVIRIS_NG,D08,8.08e-05,0.00771971,-99.0,-99.0,0.00045819,0.043753472,5.322352833,508.2418513,-99.0,-99.0,9.818448999,1.185406027,2.548630792,243.373725,49.36890896,6.134974453,6.95e-05,0.006633653,12.01448316,4.352562803,415.63471,47.47228693,0.497133914,0.000424283,0.040515572,-99.0,104.720869,-99.0,53.42184112,2.055738451,196.306474,0.009662258,0.92266786,0.000220197,0.021026995,0.18243118,17.42070919,1.984628058,189.5160035,0.761610345,72727.6571,0.003719707,0.35520212,0.112866189,10.77781248,-99.0,-99.0,0.570161501,54.44583366,1.414466556,135.0701698,0.004056586,0.38737135,0.005780013
-19.073965,19.869436,4.556432,0.3723354,2.5320983,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000215927,0.02749261,-99.0,-99.0,0.000288105,0.036682513,4.270010631,543.6730677,0.08608961,10.96123791,8.326818224,1.123548736,0.954773107,121.565136,42.44514496,5.307307598,5.86e-05,0.007463516,12.89094313,2.09030184,266.144727,110.6595463,0.869120556,0.000289036,0.036801075,-99.0,78.54004335,-99.0,62.19017151,1.202793855,153.144027,0.028199695,3.59048636,0.002739817,0.348843333,0.11407525,14.52446991,2.976259891,378.9480835,1.101837906,140289.9539,0.002145858,0.27321839,0.023720499,3.02017898,-99.0,-99.0,0.606859789,77.26756484,2.369400102,301.6805187,0.001457733,0.18560384,0.010830112
-21.762499,-1.2451806,-2.7617352,2.3191578,-0.89749676,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000308832,0.0653491,-99.0,-99.0,0.000132747,0.0280894,2.540699286,537.6136047,0.053457351,11.31160992,6.928589936,1.221291316,0.741807379,156.966919,30.84609604,5.608270712,3.87e-05,0.008178642,9.990146577,2.326344626,492.256021,122.6400398,0.579582546,0.000283177,0.059920484,-99.0,47.25883541,-99.0,67.8877376,1.235306929,261.391742,0.012002443,2.53972476,0.002099583,0.444273058,0.103561084,21.91359199,1.182219134,250.15833,0.306301258,64813.5435,0.006153392,1.30206166,0.048079876,10.17373268,-99.0,-99.0,0.175522772,37.1407315,1.006696363,213.0175985,0.00541891,1.14664474,0.030858111
-30.414204,11.011844,-1.3941436,1.8168823,0.2369989,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000362702,0.033248373,-99.0,-99.0,0.000388775,0.035638442,5.608582245,514.1304847,0.231323354,21.20507159,10.30075529,1.083528301,1.889234707,173.183367,52.93860151,5.431934016,0.000113999,0.01045013,8.563223225,4.257972001,390.32203,128.4128762,1.400839279,0.000710373,0.065118893,-99.0,109.0886927,-99.0,43.91971663,2.465785049,226.034889,0.024807805,2.27409498,0.005340845,0.489587389,0.233141618,21.3717492,3.040372647,278.7064884,0.499384792,45777.86929,0.013883074,1.27264094,0.114027463,10.45272978,-99.0,-99.0,0.374665452,34.3450309,2.665707194,244.3614575,0.014196609,1.30138229,0.029206456
-22.560719,13.583987,-4.8173456,2.3093996,-0.6568206,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000719632,0.077406271,-99.0,-99.0,0.000396459,0.042644611,4.960221039,533.539887,0.149293705,16.05858814,9.559149216,1.192649457,1.492095782,160.495391,50.1503291,6.249636893,6e-05,0.006458056,9.706439758,4.901318398,527.204099,79.65368187,0.740525457,0.000464931,0.05000976,-99.0,92.96813902,-99.0,51.10778499,2.91806651,313.878124,0.023166661,2.49189253,0.004685524,0.503992497,0.163037844,17.53695893,2.066072399,222.234458,0.721859539,77645.9061,0.007939942,0.85404978,0.074338826,7.99616161,-99.0,-99.0,0.396677145,42.66807419,1.669395253,179.5663838,0.008939743,0.96159211,0.026743357
25.442009,41.056423,-8.390041,3.6580691,-2.725015,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000532624,0.059118696,-99.0,-99.0,0.000419348,0.046545532,4.649784798,516.1032582,0.262820339,29.17176587,10.5681322,1.124291446,1.262004005,140.076242,55.90298501,6.086973318,7.07e-05,0.007841966,6.970214591,4.456014135,494.595667,49.99952496,0.450466118,0.000555704,0.061680431,-99.0,90.09407952,-99.0,43.65333192,2.466785233,273.801036,0.032102523,3.56322229,0.005154941,0.572173088,0.233364923,25.90235946,2.092911167,232.3028525,0.764645838,84871.9297,0.017292679,1.91940239,0.092572547,10.27509774,-99.0,-99.0,0.259590551,28.81327518,1.833320616,203.4895773,0.018869517,2.09442364,0.041806478
-9.665174,19.511932,-6.1804028,2.9945855,-1.4327303,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000413716,0.052776873,-99.0,-99.0,0.000231181,0.02949123,4.128464037,526.6593924,0.092865984,11.8467164,9.061858599,1.222526211,1.618346386,206.449013,46.40053376,6.320185555,6.64e-05,0.008465774,8.6040305,3.828406944,488.381746,53.75164592,0.421357219,0.000485256,0.061903042,-99.0,78.38964038,-99.0,52.36801209,1.896034566,241.873104,0.019302005,2.46231574,0.002768597,0.353184081,0.237813427,30.33735394,1.444216446,184.2356259,0.426059795,54351.5435,0.017579818,2.24262003,0.12577727,16.04513928,-99.0,-99.0,0.277771976,35.43478121,1.16644447,148.8008447,0.017788375,2.26922521,0.028077337
10.460157,26.801886,-7.547826,3.38738,-1.042274,-99,37,Forest,Airborne,AVIRIS_NG,D08,-99.0,-99.0,-99.0,-99.0,0.000479108,0.065521823,3.419739195,467.6764768,0.100289274,13.71535415,8.604633105,1.325813666,1.693971116,231.663995,43.72011808,6.935184155,6.51e-05,0.00889636,8.520099614,2.804157734,383.490826,46.23662279,0.338090965,0.000499454,0.068304238,-99.0,73.12189867,-99.0,53.83292623,0.941742993,128.790829,0.019989368,2.73370474,0.001980327,0.270825448,0.174467999,23.85988365,0.954794215,130.575687,0.40249585,55044.5021,0.003706363,0.50687459,0.123680085,16.91423325,-99.0,-99.0,0.396851555,54.27259987,0.55794266,76.30308708,0.004200617,0.57446773,0.01923847
-35.247673,5.9958386,-2.0562143,1.8355004,1.0417747,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000134473,0.01777649,-99.0,-99.0,0.000372129,0.049193154,3.938791127,520.684492,0.035278031,4.66354348,9.761241277,1.133390588,1.638244452,216.566061,50.65177295,5.602556073,7.05e-05,0.009320024,9.522440407,4.348036769,574.784304,92.98416747,0.703391823,0.000358165,0.0473473,-99.0,75.64640752,-99.0,55.68106603,2.348631687,310.47498,0.01422803,1.88086002,0.003090829,0.408589039,0.194757819,25.745812,2.295131956,303.4026375,0.571026085,75486.21322,0.001774249,0.23454502,0.044218036,5.84535836,-99.0,-99.0,0.61314644,81.0542708,1.681985516,222.3483667,0.003774431,0.49895709,0.020754039
-14.876896,11.295177,-6.784966,2.7612298,-1.2664474,-99,37,Forest,Airborne,AVIRIS_NG,D08,-99.0,-99.0,-99.0,-99.0,0.000531854,0.066043855,3.811069131,473.2455124,0.12594885,15.63989689,9.907261861,1.208747114,1.965983985,244.129158,52.56716003,6.408668515,6.7e-05,0.008315776,9.384024408,4.049529307,502.85668,43.66326327,0.351622383,0.000448653,0.055712174,-99.0,80.53048642,-99.0,53.85228836,1.768814047,219.64527,0.03580883,4.44661791,0.003129978,0.388669988,0.183098912,22.73659577,1.172750989,145.6282013,0.54130321,67217.17878,0.002112632,0.26233941,0.106849913,13.26825629,-99.0,-99.0,0.418992085,52.02900212,0.753758904,93.5991992,0.004779512,0.59350338,0.017467096
-13.976394,13.838678,-5.768792,2.714277,-0.326226,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000151614,0.018912067,-99.0,-99.0,0.000317077,0.039551692,4.056772188,506.0351656,0.037517588,4.67988286,10.40270807,1.271099293,1.818973995,226.895858,54.45662186,6.918738925,6.47e-05,0.008068916,6.046150318,3.523782332,439.550878,52.60498154,0.421722522,0.000447986,0.055881105,-99.0,80.16779195,-99.0,43.04638714,1.521085599,189.737744,0.019905434,2.48297141,0.001392649,0.173716766,0.221488373,27.62809942,1.634481025,203.8825051,0.404543634,50462.115,0.01210853,1.51039835,0.112072491,13.97974027,-99.0,-99.0,0.425201899,53.03899338,1.209279126,150.8435117,0.011258426,1.40435779,0.015168534
30.525053,34.081757,-3.4426389,2.3868442,-0.91721994,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000463761,0.071125835,-99.0,-99.0,0.000169386,0.025978331,3.643102501,558.7338331,0.079504375,12.19339403,8.727280521,1.310245676,0.694489441,106.512169,47.18178674,6.684264656,5.18e-05,0.007945877,9.484345438,2.516451737,385.942126,117.8244264,0.76824856,0.000359025,0.055062846,-99.0,65.20282619,-99.0,59.38868373,1.693425571,259.716591,0.012426275,1.90578772,0.002354281,0.361070429,0.146267493,22.43269222,1.996338719,306.1736486,0.410348525,62934.16237,0.0059445,0.91169366,0.051262139,7.86195051,-99.0,-99.0,0.299089118,45.87057583,1.697249601,260.3030728,0.006673205,1.02345327,0.031941894
-16.227457,12.516974,-5.611604,2.6639838,1.4709138,-99,37,Forest,Airborne,AVIRIS_NG,D08,9.9e-05,0.01818945,-99.0,-99.0,0.000253178,0.046538052,2.774605408,510.0153858,0.043226371,7.94567556,8.1922507,1.496491812,1.18556433,217.92506,42.18655828,7.777020037,4.41e-05,0.00810539,5.58636711,2.316290942,425.770099,68.17088171,0.370865865,0.000294707,0.054171673,-99.0,54.40238639,-99.0,50.68053986,0.873910812,160.638323,0.011081058,2.03686982,0.000733607,0.134848258,0.105871927,19.46089754,1.15073441,211.5227817,0.263318438,48402.00138,0.002626602,0.48281015,0.072896676,13.39953638,-99.0,-99.0,0.327074618,60.12137327,0.823659792,151.4014084,0.002244018,0.41248525,0.016123826
-49.68008,-1.4394826,-8.786604,3.049359,-1.5175202,-99,37,Forest,Airborne,AVIRIS_NG,D08,-99.0,-99.0,-99.0,-99.0,0.000267025,0.04019723,3.42354483,515.3715209,-99.0,-99.0,9.557826511,1.633417316,2.125026654,319.895977,51.23191719,8.909630282,6.41e-05,0.009645005,5.038703485,3.607011347,542.990092,76.58434146,0.508739648,0.000351246,0.052875664,-99.0,66.42867701,-99.0,43.17329164,1.523951084,229.411627,0.000245894,0.0370163,0.001919056,0.288889704,0.164716719,24.79602589,0.990621937,149.125646,0.261629347,39385.00034,-99.0,-99.0,0.117541051,17.69432368,-99.0,-99.0,0.253628607,38.18058978,0.73699333,110.9450562,0.00657962,0.99047889,0.010703707
7.2335405,19.506933,-2.1665528,2.4309032,0.10330718,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000224149,0.03542648,-99.0,-99.0,0.000290932,0.045981447,3.387932933,535.4595641,0.031615341,4.99677446,8.352718871,1.265910485,1.749628163,276.52706,43.81978471,6.415122402,4.71e-05,0.007447936,10.59964075,3.685602269,582.505918,77.41571584,0.48982084,0.000282671,0.044675903,-99.0,63.2714991,-99.0,62.65336374,2.094676433,331.06161,0.012328959,1.9485802,0.002157412,0.340976976,0.117119767,18.51066735,1.596685262,252.3545806,0.579125448,91530.22393,0.000391155,0.06182161,0.037575944,5.93884203,-99.0,-99.0,0.405469955,64.08413918,1.191215306,188.2704414,0.002578578,0.40754178,0.017691527
-1.9838891,25.697382,-2.4559474,2.2605813,-0.1266383,-99,37,Forest,Airborne,AVIRIS_NG,D08,2.79e-06,0.00040833,-99.0,-99.0,0.000261366,0.038307021,3.619699775,530.5194002,0.086833118,12.72665043,9.58993854,1.175329792,1.240790298,181.85578,51.15482725,5.83940855,6.2e-05,0.009081252,9.602691754,2.106442681,308.729667,75.54249674,0.515421601,0.000398655,0.058428606,-99.0,68.22935737,-99.0,58.52117349,1.225324731,179.589077,0.021028773,3.08207104,0.002223275,0.325853138,0.152945349,22.41635496,1.844337998,270.314432,0.978030443,143344.5192,0.00561391,0.82279971,0.037047557,5.42985571,-99.0,-99.0,0.33453067,49.03031227,1.509807328,221.2841197,0.005519675,0.8089883,0.01599961
-7.409114,24.223001,-1.2764263,1.8325573,1.4797417,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.0004996,0.063697918,-99.0,-99.0,0.000176322,0.022480753,3.854916137,491.4938568,0.155849774,19.87052469,9.762520858,1.298019992,1.833272005,233.7384,49.35989544,6.764441166,7.8e-05,0.009941292,7.409454695,5.836424719,744.132114,39.84703061,0.312530786,0.000452929,0.057747553,-99.0,78.4326413,-99.0,48.60360948,3.600265023,459.026365,0.020939784,2.66977923,0.00794502,1.012973646,0.240498273,30.66303383,2.164893984,276.0195179,0.503808396,64234.5314,0.014024652,1.78811424,0.059780482,7.62188812,-99.0,-99.0,0.241108578,30.74084642,1.923785406,245.2786715,0.017018657,2.1698437,0.056137538
-34.47501,7.736372,-0.1151012,1.4837027,-0.74325234,-99,37,Forest,Airborne,AVIRIS_NG,D08,9.64e-06,0.000998602,-99.0,-99.0,0.000405488,0.041996027,4.819730883,499.1755362,0.109229261,11.31278408,10.60507372,1.207714354,1.58614992,164.276234,56.76276648,6.248853553,9.2e-05,0.009531771,13.62731002,3.440402719,356.319661,72.25548773,0.697654393,0.000594573,0.061579438,-99.0,96.55382794,-99.0,58.66428116,1.789094627,185.295049,0.020880791,2.16260619,0.002598526,0.269127139,0.270038107,27.96762309,2.371586176,245.6232163,0.452490719,46864.08905,0.009084332,0.94085673,0.153451984,15.89289491,-99.0,-99.0,0.363356194,37.63250014,2.008229983,207.9907162,0.010985985,1.13780933,0.027620314
-21.36622,4.8334064,-4.95966,2.3835518,0.9113555,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000125274,0.016708948,-99.0,-99.0,0.000477464,0.063683655,3.75918485,501.3961217,0.134734989,17.97081109,10.64593026,1.428083907,1.49758713,199.746596,58.29235173,7.854938682,7.84e-05,0.010451794,8.025127886,3.557581009,474.506413,28.21936024,0.21157282,0.000447258,0.059654816,-99.0,74.97435037,-99.0,51.44239993,1.885927141,251.542979,0.024474959,3.26444427,0.002827465,0.377124279,0.255206883,34.03922568,1.674213723,223.3048655,0.362825003,48393.21731,0.009963588,1.32893285,0.108285801,14.44304619,-99.0,-99.0,0.467372436,62.33764402,1.206841286,160.9672215,0.010346852,1.38005223,0.03376309
-10.883853,15.942194,-1.6596566,1.8326452,1.4824013,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000343118,0.046424238,-99.0,-99.0,0.000155705,0.021067086,3.607581785,488.1097137,0.102687884,13.89378164,10.48701274,1.311134629,1.702461903,230.344935,53.64166788,6.853426162,6.46e-05,0.008735232,9.308036552,4.662807405,630.88288,44.63101421,0.329864433,0.000440147,0.059552415,-99.0,73.90923975,-99.0,55.83944119,2.752982367,372.481489,0.018511843,2.50467236,0.006368243,0.861630102,0.22137186,29.95185192,1.839095559,248.8316163,0.502570718,67998.36126,0.012201198,1.65083525,0.065280348,8.83250158,-99.0,-99.0,0.242052095,32.74991,1.597043464,216.0817063,0.014836412,2.0073826,0.044037079
14.80707,29.300241,-7.9144816,3.2913878,-2.6573157,-99,37,Forest,Airborne,AVIRIS_NG,D08,7.3e-05,0.00801403,-99.0,-99.0,0.000507828,0.055749108,4.446807843,488.1681615,0.12208777,13.4027294,11.27896108,1.361926929,2.060771567,226.230389,61.721974,7.476420131,7.62e-05,0.008361888,11.14326051,4.623843581,507.603049,50.22836332,0.457538811,0.00049461,0.05429801,-99.0,91.09172194,-99.0,55.06987361,1.969816034,216.24534,0.036942449,4.0555221,0.002860291,0.31400122,0.227514595,24.97642931,1.646807923,180.7856837,0.622835588,68374.55419,0.006828081,0.749583,0.125306396,13.75606843,-99.0,-99.0,0.490702962,53.86910593,1.156104961,126.9165778,0.008712771,0.95648326,0.020122582
-4.121043,24.778185,-3.8561862,2.143157,-0.11110807,-99,37,Forest,Airborne,AVIRIS_NG,D08,-99.0,-99.0,-99.0,-99.0,0.000402082,0.055343346,3.710901469,510.7754239,0.08720977,12.00371597,10.15586872,1.260611867,1.165796057,160.462351,54.24818514,6.307873479,7.75e-05,0.010667086,7.706725514,1.443459827,198.680512,83.66053844,0.607813141,0.00050316,0.069255866,-99.0,72.65231049,-99.0,51.53240256,0.454093987,62.502346,0.022187926,3.05398765,0.001105319,0.152138242,0.22190783,30.543809,1.415357711,194.8124845,1.02138565,140585.4326,0.007948847,1.09409413,0.062874308,8.65413743,-99.0,-99.0,0.332987662,45.83304503,1.08237005,148.9794395,0.006528617,0.89861111,0.006379071
20.343761,39.814274,-0.13853912,1.8297862,1.491707,-99,37,Forest,Airborne,AVIRIS_NG,D08,0.000125107,0.017471455,-99.0,-99.0,0.000175309,0.02448214,3.173194027,443.1414789,0.198930676,27.78097822,10.01970648,1.364685118,2.735580658,382.028092,51.77146344,7.038717093,7.25e-05,0.010130268,10.7183916,6.060981968,846.425554,-99.0,-99.0,0.000326015,0.045528444,-99.0,71.60679327,-99.0,60.00083659,3.987604425,556.875157,0.034896503,4.87335087,0.009233293,1.289443723,0.170629764,23.8287118,1.800560037,251.4510083,0.83919819,117195.3319,0.005228964,0.73023299,-99.0,-99.0,-99.0,-99.0,0.339658876,47.43389002,1.460901161,204.0171183,0.01336221,1.86605343,0.064088611
