0,1,2,3,4,5,6,7,8,9,Unnamed: 0,Species,dataset,numSamples,LandCover,Tool,Sensor,Site,Year,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn _area_mg_cm2,Zn_mass_mg_g,Latitude,Longitude,bio_1,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
-0.0014377927,-0.0025191223,0.003343115,-0.00038630725,-1.2293451,0.00032740267,-0.0009766376,-0.28666192,0.0004636924,0.00023378478,2365,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5867382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.765195,-74.610198,4.3105,1287.9423,43.693333,12.135186,1017.2551,40.024887,90.0,229.0,537.0,469.0
-0.0012842688,-0.0026207827,0.0026022322,-0.0008144495,-1.0176055,0.00021793664,-0.0005401949,-0.18133755,9.740738e-05,0.00035511568,2366,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,88.85041173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.837801,-74.782603,4.1698704,1226.3289,46.662224,13.75513,1024.7189,40.312893,65.0,262.0,556.0,432.0
-0.0005298904,-0.0021503652,0.0002625119,-0.0020160764,-0.7504694,-0.00018127944,-0.0001772095,-0.04967045,-0.00019833271,0.00048437662,2367,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,86.20644479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.743074,-74.710665,4.3105,1287.9423,43.693333,12.135186,1017.2551,40.024887,90.0,229.0,537.0,469.0
-0.00012049865,0.0018174467,-0.0019071819,-0.0026622405,0.16032702,-0.0015151544,-0.0002890427,0.18213987,0.0012572608,-0.00058991316,2368,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,86.20644479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.743074,-74.710665,4.3105,1287.9423,43.693333,12.135186,1017.2551,40.024887,90.0,229.0,537.0,469.0
-0.0003890061,0.0029377106,-0.002626761,-0.003963181,-0.0052298307,-0.0019520381,-0.00037271273,0.3063269,0.0020687906,-0.0011028186,2369,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,84.71052072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.737784,-74.701948,4.3105,1287.9423,43.693333,12.135186,1017.2551,40.024887,90.0,229.0,537.0,469.0
-0.0002252803,0.0014549326,-0.00087622274,-0.0019639651,0.28582525,-0.0018266009,0.000120638404,0.3449979,0.0015327907,-0.0007607202,2370,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,84.71052072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.737784,-74.701948,4.3105,1287.9423,43.693333,12.135186,1017.2551,40.024887,90.0,229.0,537.0,469.0
-0.00052758364,0.002190827,-0.0013017976,-0.0030339214,0.15296471,-0.002123853,-3.157882e-06,0.39082342,0.0021557442,-0.0010916995,2371,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6149779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.735635,-74.50952,4.124778,1257.8667,42.795555,11.789407,1017.203,39.889336,90.0,224.0,551.0,458.0
0.00017242372,0.0011693551,-0.0030714103,-0.0039912616,-0.31156057,-0.0011062406,-0.00045721116,0.1024557,0.0006884139,-0.00020350033,2372,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6149779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.735635,-74.50952,4.124778,1257.8667,42.795555,11.789407,1017.203,39.889336,90.0,224.0,551.0,458.0
-0.0033783838,-0.004065994,0.0054641007,2.146326e-05,-1.8319778,0.0006925767,0.00022534654,0.009761155,0.0013372576,-0.00031342963,2373,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,148.088781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.509498,-74.912299,4.51487,1354.0089,45.97778,10.870761,1015.9079,39.406223,86.0,231.0,537.0,467.0
-0.0006662961,-0.0017392421,0.0012699319,-0.00065907673,-0.73113126,0.0005248861,-0.001036289,-0.36473572,-0.000564537,0.00063525717,2374,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,148.088781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.509498,-74.912299,4.51487,1354.0089,45.97778,10.870761,1015.9079,39.406223,86.0,231.0,537.0,467.0
-0.00040134985,0.002192169,-0.0015335409,-0.0029432282,0.15265706,-0.001972304,-7.133465e-05,0.35010794,0.0019241816,-0.0010058128,2375,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,71.55861881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5049,-74.895197,4.51487,1354.0089,45.97778,10.870761,1015.9079,39.406223,86.0,231.0,537.0,467.0
-0.0017878663,-0.0028875507,0.0035090796,-0.00046335883,-1.2752538,0.00036266778,-0.0005556621,-0.18398967,0.00050634926,0.00016566797,2376,,12,304,Forest,Airbone,AVIRIS-Classic,AK,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,169.7791729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.582058,-74.510669,4.9861484,1307.52,43.96,10.5006485,1012.60754,39.908447,87.0,343.0,548.0,504.0
-0.0015870327,-0.0026907837,0.003553431,-0.00033678906,-1.277349,0.00035985367,-0.0008793599,-0.26662636,0.00051607826,0.00020191888,2377,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9792216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.372407,-89.907106,7.4682035,795.64886,73.013336,42.344624,1107.0726,42.893333,228.0,219.0,384.0,190.0
-0.0012489102,-0.0025810106,0.0026724297,-0.00075297896,-1.0326265,0.00022559887,-0.0006418892,-0.20778173,0.000120841665,0.00035750796,2378,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9792216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.372407,-89.907106,7.4682035,795.64886,73.013336,42.344624,1107.0726,42.893333,228.0,219.0,384.0,190.0
-0.0010844796,-0.0016433792,0.0014836988,-0.0012650809,-0.79634845,0.00013335887,-0.00056796265,-0.15935263,5.7362486e-05,0.0002352997,2379,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9792216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.372407,-89.907106,7.4682035,795.64886,73.013336,42.344624,1107.0726,42.893333,228.0,219.0,384.0,190.0
-0.0010359766,-0.001970442,0.0014744555,-0.0014548476,-0.8120962,-1.2161909e-05,-0.00038725976,-0.107382275,7.525331e-05,0.0002708779,2380,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9792216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.372407,-89.907106,7.4682035,795.64886,73.013336,42.344624,1107.0726,42.893333,228.0,219.0,384.0,190.0
4.572206e-05,0.0021345005,-0.0029355718,-0.0038362367,-0.052991204,-0.0013562263,-0.0006847555,0.053420804,0.0010926493,-0.00052372325,2381,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69632587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.391867,-89.845353,7.4682035,795.64886,73.013336,42.344624,1107.0726,42.893333,228.0,219.0,384.0,190.0
2.1705695e-05,0.0007586796,-0.00071470626,-0.00095419283,0.40313286,-0.0013648394,0.00022245268,0.264987,0.000793927,-0.00037876228,2382,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69632587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.391867,-89.845353,7.4682035,795.64886,73.013336,42.344624,1107.0726,42.893333,228.0,219.0,384.0,190.0
0.00015342131,0.0011397381,-0.0016976702,-0.0016785425,0.26781622,-0.0011554237,-0.0001624811,0.13426271,0.0005715204,-0.0002574057,2383,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69632587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.391867,-89.845353,7.4682035,795.64886,73.013336,42.344624,1107.0726,42.893333,228.0,219.0,384.0,190.0
0.0003869214,0.0014209244,-0.0033911115,-0.0029735225,-0.1819952,-0.00025918253,-0.0010564378,-0.2076498,-0.00017960707,0.00016917154,2384,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69632587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.391867,-89.845353,7.4682035,795.64886,73.013336,42.344624,1107.0726,42.893333,228.0,219.0,384.0,190.0
0.00029796007,-0.00046079326,0.0013747844,0.0021268548,0.95195967,-0.0010248009,0.0011550463,0.41879722,0.00028561335,-0.00032684248,2385,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.05922045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.407996,-89.823127,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.00024359429,0.001751313,-0.0034262708,-0.003713247,-0.2500283,-0.0007773385,-0.00079211174,-0.019361045,0.000490003,-0.00020199991,2386,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.05922045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.407996,-89.823127,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
9.279611e-05,0.0019054003,-0.0027959824,-0.003123374,0.05131866,-0.0011501887,-0.00062092603,0.027021043,0.0007855433,-0.00035437683,2387,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.05922045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.407996,-89.823127,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.00019038055,0.00079357065,-0.0013392447,-0.001136444,0.3480648,-0.0010722394,-9.9707395e-06,0.14836055,0.00041063962,-0.00016950374,2388,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.05922045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.407996,-89.823127,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.0002084829,0.0015814188,-0.0030226582,-0.0030229774,0.014238268,-0.00084894674,-0.0007422373,-0.07217727,0.0003062433,-8.3915045e-05,2389,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.05922045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.407996,-89.823127,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.00011142739,0.00045547495,-0.00060444325,-0.0005400188,0.46086162,-0.0011810353,0.0002801495,0.23330683,0.00053161953,-0.00022407164,2390,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48.99996877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.428794,-89.829338,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.00018995535,0.0017162962,-0.0033837487,-0.0038788286,-0.26292443,-0.0009209855,-0.00068072765,0.032494076,0.000639957,-0.00026555982,2391,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48.99996877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.428794,-89.829338,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
-0.00015361456,0.0025403579,-0.0027184777,-0.0035504445,0.041514963,-0.0015672974,-0.00051245105,0.16620788,0.001515431,-0.00076423946,2392,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48.99996877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.428794,-89.829338,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.0002830532,0.0018623439,-0.0035109115,-0.0034396583,-0.17519405,-0.00056674844,-0.0009455333,-0.10962897,0.0002580108,-0.00011416525,2393,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48.99996877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.428794,-89.829338,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.00021973636,0.00077245245,-0.002619151,-0.0030668415,-0.3832691,-0.00047116907,-0.0008396985,-0.09814357,0.000106000574,0.00011852756,2394,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48.99996877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.428794,-89.829338,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.00085582887,-3.2549724e-07,-0.0028310437,-0.0006595156,0.26957902,0.00023777148,-0.00056366005,-0.26909786,-0.0015394376,0.0008450781,2395,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.74584143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.419923,-89.801136,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
-9.4513234e-05,-0.00010811258,-0.0010054084,-0.00188511,-0.49791244,0.00011094776,-0.001089218,-0.27491233,-0.0003216489,0.00035694637,2396,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.74584143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.419923,-89.801136,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.0003936218,0.0014215359,-0.0032868707,-0.0029793344,-0.23438916,-0.00028145424,-0.0011030153,-0.2015558,-0.000103607425,0.0001445252,2397,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.74584143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.419923,-89.801136,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.0003977494,0.0006967578,-0.0027045296,-0.0022608463,-0.25088584,5.9502723e-05,-0.0012301212,-0.3286313,-0.0005699595,0.00048993196,2398,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.74584143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.419923,-89.801136,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.00037857375,0.0012284685,-0.003168507,-0.0028239498,-0.20739679,-0.00021238322,-0.001089452,-0.22981179,-0.0002341842,0.00022880372,2399,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.74584143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.419923,-89.801136,7.0318336,814.0,77.248886,43.01184,1115.0522,43.176888,285.0,113.0,144.0,90.0
0.00017799932,0.001590745,-0.0033957434,-0.004136263,-0.25652266,-0.001123514,-0.00049748865,0.10272796,0.0007655888,-0.0003109978,2400,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5898581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.405221,-89.761911,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
-0.0001153567,0.002504122,-0.0028179341,-0.003845428,-0.009889543,-0.001575888,-0.00060417573,0.13350564,0.0014949425,-0.00073688844,2401,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5898581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.405221,-89.761911,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
8.2258775e-05,0.0018485361,-0.002891727,-0.0035693706,-0.033504,-0.0011696605,-0.0007055049,-0.0014958531,0.0008060264,-0.00034468048,2402,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5898581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.405221,-89.761911,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
0.00010104157,0.0020620394,-0.0029684308,-0.0038731112,-0.06635885,-0.0013231136,-0.0007104378,0.03685367,0.0010231568,-0.0004812304,2403,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5898581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.405221,-89.761911,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
-0.0021588253,-0.0034006676,0.0047199833,6.290339e-05,-1.5323555,0.0005287452,-0.0007092189,-0.24962002,0.00079721,7.5905176e-05,2404,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0827217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.387963,-89.746492,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
-0.0034196335,-0.00421839,0.0058172834,0.00019423477,-1.8930116,0.00073600473,0.00012910785,-0.026708689,0.0013831465,-0.000310881,2405,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0827217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.387963,-89.746492,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
-0.0032000812,-0.0040850835,0.0055000843,9.2409085e-05,-1.8008025,0.00068346335,7.262034e-05,-0.04162036,0.0012379105,-0.00023576111,2406,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0827217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.387963,-89.746492,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
-0.003112779,-0.0040512336,0.005499489,0.00012478279,-1.7887075,0.00067804515,-1.9649277e-05,-0.06823417,0.0012075955,-0.00020702326,2407,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0827217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.387963,-89.746492,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
-0.003300495,-0.0040741013,0.005584694,0.00011662301,-1.8415909,0.0007020409,8.921651e-05,-0.0317546,0.001325741,-0.00028424562,2408,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0827217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.387963,-89.746492,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
7.25016e-05,0.0019078334,-0.0027674136,-0.0031261307,0.055302277,-0.001158168,-0.00060889113,0.030587353,0.000816896,-0.00036435667,2409,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55307159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.393538,-89.740062,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
-0.00014798448,-0.00065961387,-0.00097418437,-0.0023383205,-0.5600513,-0.00024250173,-0.00064650446,-0.12070137,-0.00011243974,0.00033729977,2410,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55307159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.393538,-89.740062,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
-0.001043752,-0.0021986533,0.0020137313,-0.0007712529,-0.905214,0.00037748105,-0.00074180565,-0.25540873,-0.00017581822,0.00043942913,2411,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55307159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.393538,-89.740062,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
0.00025686546,0.0010899971,-0.0029348223,-0.003296893,-0.34471214,-0.00058175274,-0.00083052565,-0.07130517,0.0002297397,2.6114227e-05,2412,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55307159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.393538,-89.740062,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
-0.00050322304,-0.0019525718,0.0013049194,-0.00038398802,-0.70305026,0.00067314383,-0.0011823707,-0.44765687,-0.00085223233,0.0008301773,2413,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55307159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.393538,-89.740062,7.402111,805.68,76.84889,41.306526,1114.4121,42.737335,325.0,157.0,218.0,95.0
0.0008843377,0.0007594628,-0.0039216396,-0.001753242,0.03396505,0.00045627047,-0.0010710218,-0.37603498,-0.0015201601,0.0008233734,2414,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8806357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.415682,-89.723482,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
-0.0010567933,-0.002346701,0.002258631,-0.00073808106,-0.9515846,0.00031726883,-0.0007622534,-0.25338972,-9.131315e-05,0.00044031342,2415,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8806357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.415682,-89.723482,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
0.00018583407,0.00057221437,-0.002206714,-0.0025836686,-0.41849616,-0.00019106612,-0.0010293856,-0.19181557,-0.0001226532,0.00024591706,2416,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8806357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.415682,-89.723482,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
-0.00020326267,-0.00034971908,-0.0007985276,-0.0018786297,-0.53271365,9.481382e-05,-0.00095984805,-0.24363148,-0.0002908029,0.0003517868,2417,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8806357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.415682,-89.723482,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
-0.0034330739,-0.0043678153,0.0062899333,0.00044889143,-1.9753528,0.00079278945,-7.02003e-05,-0.09252382,0.0014512953,-0.0003027016,2418,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1464018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.415335,-89.697692,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
-0.0023371796,-0.00359682,0.0048908736,7.471815e-05,-1.5734305,0.00055750477,-0.0005459819,-0.21205759,0.0008404205,3.9316423e-05,2419,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1464018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.415335,-89.697692,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
-0.0009593769,-0.0022431966,0.0026451047,-0.00061531365,-1.0244849,0.0002115749,-0.0010852804,-0.31631273,0.00013711886,0.00040118478,2420,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1464018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.415335,-89.697692,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
0.0002065688,0.00057870056,-0.0026546388,-0.00353107,-0.38549432,-0.00084850204,-0.00053486216,0.029950097,0.0003621679,3.669219e-05,2421,,12,304,Forest,Airbone,AVIRIS-Classic,BH,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,56.59365525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.435204,-89.708653,7.1451664,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
