principal component 1,principal component 2,principal component 3,Species,dataset,LandCover,Tool,Sensor,Site,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g
-1.9551766,11.903316,1.6297698,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.916056,-99.0,-99.0,-99.0,13.87,-99.0,-99.0,-99.0,52.13,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.7,44.4,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.056895,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.092042364,19.417158,-2.5789983,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.994522,-99.0,-99.0,-99.0,15.25,-99.0,-99.0,-99.0,55.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.9,37.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.062059,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-9.040075,5.5687838,2.0616891,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.909787,-99.0,-99.0,-99.0,14.56,-99.0,-99.0,-99.0,53.67,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.1,47.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.049737,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-5.6012225,4.6944466,1.2624094,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.071936,-99.0,-99.0,-99.0,12.76,-99.0,-99.0,-99.0,49.57,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.5,48.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.048443,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-12.718166,-18.437735,-8.608409,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.518814,-99.0,-99.0,-99.0,12.18,-99.0,-99.0,-99.0,48.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.8,45.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.046833,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-37.845325,-6.2955265,-2.187274,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.982883,-99.0,-99.0,-99.0,17.56,-99.0,-99.0,-99.0,59.93,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.4,56.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.074903,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-46.795055,2.2302337,1.6275663,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.92358,-99.0,-99.0,-99.0,17.47,-99.0,-99.0,-99.0,59.75,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.4,64.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.077745,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-30.243132,8.762826,1.2599342,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.241594,-99.0,-99.0,-99.0,18.0,-99.0,-99.0,-99.0,60.79,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.6,60.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.089372,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-50.93087,-3.8404636,0.7911796,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.059181,-99.0,-99.0,-99.0,16.31,-99.0,-99.0,-99.0,57.4,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.4,70.4,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07589,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-40.30248,-5.8568273,1.2790138,Zea mays,24,Crops,Proximal,ASD FieldSpec 3 JR,"MNI, Munich",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.221161,-99.0,-99.0,-99.0,16.36,-99.0,-99.0,-99.0,57.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.3,63.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.074807,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-31.726347,-5.3548994,6.3356113,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,520.813275,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.69,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.979296,-99.0,-99.0,-99.0,-99.0,-99.0,1.462593,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-11.002901,6.199782,2.9164586,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,500.691184,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.69,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.515502,-99.0,-99.0,-99.0,-99.0,-99.0,1.243562,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-23.898956,-5.507693,0.21708639,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,504.092327,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.36,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.091537,-99.0,-99.0,-99.0,-99.0,-99.0,1.078178,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.033460524,3.863886,-0.8426513,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,496.669347,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.53,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.266399,-99.0,-99.0,-99.0,-99.0,-99.0,1.097966,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-18.765886,-3.2158613,0.78725976,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,514.945271,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.7,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.385882,-99.0,-99.0,-99.0,-99.0,-99.0,0.927367,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-6.34178,-0.9890208,-1.6343101,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,497.869249,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.64,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,21.515012,-99.0,-99.0,-99.0,-99.0,-99.0,1.40502,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-35.110664,-12.094013,1.9107018,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,516.587662,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.48,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,15.753394,-99.0,-99.0,-99.0,-99.0,-99.0,1.306749,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-11.821866,7.8003206,0.8446979,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,501.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.07,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.6,-99.0,-99.0,-99.0,-99.0,-99.0,1.85,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.1945547,7.8860307,-2.5962908,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,502.711409,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.33,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.580217,-99.0,-99.0,-99.0,-99.0,-99.0,1.069608,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-18.548307,-5.649213,-2.4638314,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,505.425019,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.69,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,21.401857,-99.0,-99.0,-99.0,-99.0,-99.0,0.890551,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-23.763262,-0.5221509,1.5193434,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,505.411909,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.804182,-99.0,-99.0,-99.0,-99.0,-99.0,1.187635,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-6.778514,2.350991,-1.601838,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,504.425977,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.77,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.822161,-99.0,-99.0,-99.0,-99.0,-99.0,1.425702,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-11.887045,-2.4242876,0.54643863,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,512.270063,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.36,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.954444,-99.0,-99.0,-99.0,-99.0,-99.0,1.204165,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7.1014204,14.826953,1.2405043,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,515.086669,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.01,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.027874,-99.0,-99.0,-99.0,-99.0,-99.0,1.194765,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-16.122278,1.9713218,-2.8119972,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,507.999699,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.85,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.486167,-99.0,-99.0,-99.0,-99.0,-99.0,1.018509,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
29.309084,15.648153,-0.6349053,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,510.333333,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.78,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,23.066667,-99.0,-99.0,-99.0,-99.0,-99.0,1.806667,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-6.1493187,5.586838,0.9443496,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,507.446362,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.69,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,17.521415,-99.0,-99.0,-99.0,-99.0,-99.0,1.163392,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-36.315914,-9.298273,0.5930543,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,512.232922,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.06,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,21.36086,-99.0,-99.0,-99.0,-99.0,-99.0,1.303068,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-31.399626,-0.8067725,0.86514014,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,510.911459,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,21.830906,-99.0,-99.0,-99.0,-99.0,-99.0,1.358889,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-15.253516,3.11101,0.55745244,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,517.685288,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.24,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.851043,-99.0,-99.0,-99.0,-99.0,-99.0,1.110331,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-10.371398,5.2261753,-1.0254425,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,521.333333,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.04,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,22.2,-99.0,-99.0,-99.0,-99.0,-99.0,1.126667,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.63060755,4.189486,-1.4143214,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,516.53749,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.75,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.169098,-99.0,-99.0,-99.0,-99.0,-99.0,1.080571,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-23.5623,-5.462173,-0.2717456,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,514.566731,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.61,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.796678,-99.0,-99.0,-99.0,-99.0,-99.0,1.002833,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-12.551766,6.4951053,1.3166184,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,523.645503,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.59,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.938756,-99.0,-99.0,-99.0,-99.0,-99.0,1.005973,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-1.1307547,12.534988,3.8213742,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,516.039094,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.09,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.676066,-99.0,-99.0,-99.0,-99.0,-99.0,1.697496,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-31.034492,-10.543191,4.934756,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,512.727838,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,15.535517,-99.0,-99.0,-99.0,-99.0,-99.0,1.306572,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-7.996847,9.24367,2.4621425,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,509.482673,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.94,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.708892,-99.0,-99.0,-99.0,-99.0,-99.0,1.669113,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-21.329168,-4.7081203,0.44485787,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,510.421027,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.65,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.848986,-99.0,-99.0,-99.0,-99.0,-99.0,1.064598,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-39.57822,-16.704807,0.58687896,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,507.819235,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.959869,-99.0,-99.0,-99.0,-99.0,-99.0,1.001598,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-30.616219,-8.384272,2.2917016,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,521.666667,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.044667,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
27.762457,23.571703,5.549448,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,505.666667,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.95,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,24.1,-99.0,-99.0,-99.0,-99.0,-99.0,1.933333,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5.7277384,13.783459,-0.3414778,-99,25,Forest,Airbone,APEX,"Compiegne, France",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,501.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.19,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,21.166667,-99.0,-99.0,-99.0,-99.0,-99.0,1.19,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
